Year,country,ladder_score,gdp_per_capita,generosity,social_support,corruption
2022,Portugal,6.016,,,,
2022,Norway,7.365,,,,
2023,Peru,5.526,9.402,-0.119,0.798,0.892
2019,Zimbabwe,3.663,0.366,0.151,1.114,0.089
2016,Nigeria,4.875,0.75216,0.23219,0.64498,0.0305
2015,Belarus,5.813,1.03192,0.11046,1.23289,0.1909
2018,Congo (Brazzaville),4.559,0.682,0.091,0.811,0.077
2019,Jordan,4.906,0.837,0.110,1.225,0.130
2020,Serbia,5.77820015,9.680980682,-0.073676221,0.881475747,0.843509018
2022,Belgium,6.805,,,,
2023,Germany,6.892,10.879,0.030,0.896,0.420
2016,Ukraine,4.324,0.87287,0.20363,1.01413,0.01829
2019,Uzbekistan,6.174,0.745,0.322,1.529,0.240
2015,Chile,6.67,1.10715,0.33363,1.12447,0.12869
2019,Bahrain,6.199,1.362,0.255,1.368,0.110
2015,Togo,2.839,0.20868,0.16681,0.13995,0.10731
2020,Italy,6.38740015,10.48183632,-0.043460999,0.889878571,0.873404682
2019,Uruguay,6.293,1.124,0.127,1.465,0.150
2023,Slovenia,6.650,10.588,0.014,0.951,0.771
2019,Comoros,3.973,0.274,0.275,0.757,0.078
2019,Colombia,6.125,0.985,0.099,1.410,0.034
2018,El Salvador,6.167,0.806,0.065,1.231,0.082
2017,Argentina,6.59899997711182,1.18529546260834,0.109457060694695,1.44045114517212,0.059739887714386
2017,Macedonia,5.17500019073486,1.06457793712616,0.25376096367836,1.20789301395416,0.0602777935564518
2017,Bangladesh,4.60799980163574,0.586682975292206,0.172255352139473,0.735131740570068,0.123717859387398
2018,Senegal,4.631,0.429,0.138,1.117,0.082
2017,Montenegro,5.23699998855591,1.12112903594971,0.197911024093628,1.23837649822235,0.0881741940975189
2020,Mozambique,4.623600006,7.069345951,0.032375868,0.723874032,0.683019102
2015,Zambia,5.129,0.47038,0.19591,0.91612,0.12468
2015,Russia,5.716,1.13764,0.00199,1.23617,0.03005
2019,Syria,3.462,0.619,0.331,0.378,0.141
2020,Slovakia,6.280600071,10.34774971,-0.124409303,0.922493756,0.918096125
2019,Russia,5.648,1.183,0.082,1.452,0.031
2022,Iceland,7.557,,,,
2023,Argentina,6.024,9.959,-0.089,0.891,0.814
2017,Vietnam,5.07399988174438,0.788547575473785,0.234968051314354,1.27749133110046,0.0876332372426987
2018,Germany,6.965,1.34,0.273,1.474,0.28
2015,Palestinian Territories,4.715,0.59867,0.11251,0.92558,0.12905
2016,Libya,5.615,1.06688,0.17087,0.95076,0.10339
2015,Tanzania,3.781,0.2852,0.34377,1.00268,0.05747
2018,Cameroon,4.975,0.535,0.183,0.891,0.043
2020,Slovenia,6.363399982,10.39232254,-0.080603383,0.939575672,0.817071021
2019,Kosovo,6.100,0.882,0.262,1.232,0.006
2020,Singapore,6.377099991,11.39552116,0.029879224,0.910268962,0.109784193
2018,Slovenia,5.948,1.219,0.16,1.506,0.051
2021,Zimbabwe,3.145,7.943,-0.047,0.75,0.821
2015,Peru,5.824,0.90019,0.14982,0.97459,0.05989
2022,Indonesia,5.240,,,,
2018,Togo,3.999,0.259,0.158,0.474,0.101
2022,Iraq,4.941,,,,
2021,Ireland,7.085,11.342,0.077,0.947,0.363
2020,Indonesia,5.285600185,9.36975193,0.519586504,0.808379889,0.876296401
2023,Bosnia and Herzegovina,5.633,9.616,0.206,0.880,0.918
2016,Burkina Faso,3.739,0.31995,0.24353,0.63054,0.12533
2023,Uzbekistan,6.014,8.948,0.230,0.875,0.638
2018,Switzerland,7.487,1.42,0.256,1.549,0.357
